,PERIODO,AREA,REGLA,CONECTOR,SIGLA,PRUEBA,TEST_PUNTAJE_MINIMO,TEST_PUNTAJE_MAXIMO,REGLA_PUNTAJE_MINIMO,REGLA_ATRIBUTO,ESTADO
56,202220,014-S01,FGHZ0942,D-100,FGHZ0959,,,,,,OK
57,202220,014-S01,FGHZ0942,E-100,,A093,6.0,10.0,,,OK
58,202220,014-S01,FGLZ0192,A-100,FGLZ0160,,,,,,OK
59,202220,014-S01,FGLZ0192,A-100,FGLZ0140,,,,,,OK
60,202220,014-S01,FGLZ0192,B-100,FGLZ0160,,,,,,OK
61,202220,014-S01,FGLZ0192,B-100,FGLZ0170,,,,,,OK
62,202220,014-S01,FGLZ0192,C-100,ICOM1110,,,,,,OK
63,202220,014-S01,FGLZ0192,C-100,FGLZ0140,,,,,,OK
64,202220,014-S01,FGLZ0192,D-100,ICOM1110,,,,,,OK
65,202220,014-S01,FGLZ0192,D-100,FGLZ0170,,,,,,OK
66,202220,014-S01,FGLZ0192,E-100,FGLZ0190,,,,,,OK
67,202220,014-S01,FGLZ0192,E-100,FGLZ0140,,,,,,OK
68,202220,014-S01,FGLZ0192,F-100,FGLZ0190,,,,,,OK
69,202220,014-S01,FGLZ0192,F-100,FGLZ0170,,,,,,OK
70,202220,014-S01,FGLZ0192,G-100,FGLZ0192,,,,,,OK
71,202220,014-S01,FGLZ0192,H-100,FGLZ0193,,,,,,OK
72,202220,014-S01,FGLZ0192,I-100,,A090,6.0,10.0,,,OK
73,202220,014-S01,INGZ0111,A-100,INGZ0111,,,,,,OK
74,202220,014-S01,INGZ0111,B-100,INGZ0030,,,,,,OK
75,202220,014-S01,INGZ0111,C-100,INGZ1111,,,,,,OK
76,202220,014-S01,INGZ0111,D-100,INGZ0222,,,,,,OK
77,202220,014-S01,INGZ0111,E-100,INGZ0333,,,,,,OK
78,202220,014-S01,INGZ0111,F-100,INGZ0444,,,,,,OK
79,202220,014-S01,INGZ0111,G-100,,ENGC,4.0,6.0,,,OK
80,202220,014-S01,INGZ0111,H-100,,ENG,3.0,9.0,,,OK
81,202220,014-S01,RCPZ1011,A-100,RCPZ1010,,,,,,OK
82,202220,014-S01,RCPZ1011,B-100,POLZ1010,,,,,,OK
83,202220,014-S01,RCPZ1011,C-100,RCPZ1011,,,,,,OK
84,202220,014-S01,RIIZ1011,A-100,RIIZ1010,,,,,,OK
85,202220,014-S01,RIIZ1011,B-100,RELZ1010,,,,,,OK
86,202220,014-S01,RIIZ1011,C-100,RIIZ1011,,,,,,OK
87,202220,014-S02,FGLZ0180,A-100,FGLZ0180,,,,,,OK
88,202220,014-S02,FGLZ0180,B-100,FGLZ0150,,,,,,OK
89,202220,014-S02,FGLZ0180,C-100,FGLZ0182,,,,,,OK
90,202220,014-S02,FGLZ0180,D-100,,A091,6.0,10.0,,,OK
91,202220,014-S02,INGZ0222,A-100,INGZ0222,,,,,,OK
92,202220,014-S02,INGZ0222,B-100,INGZ0040,,,,,,OK
93,202220,014-S02,INGZ0222,C-100,INGZ2222,,,,,,OK
94,202220,014-S02,INGZ0222,D-100,INGZ0333,,,,,,OK
95,202220,014-S02,INGZ0222,E-100,INGZ0444,,,,,,OK
96,202220,014-S02,INGZ0222,F-100,,ENGC,4.0,6.0,,,OK
97,202220,014-S02,INGZ0222,G-100,,ENG,4.0,9.0,,,OK
98,202220,014-S02,RCPZ1121,A-100,RCPZ1120,,,,,,OK
99,202220,014-S02,RCPZ1121,B-100,POLZ1210,,,,,,OK
100,202220,014-S02,RCPZ1121,C-100,RCPZ1121,,,,,,OK
101,202220,014-S02,RCPZ2220,A-100,RCPZ2220,,,,,,OK
102,202220,014-S02,RCPZ2220,B-100,POLZ1120,,,,,,OK
103,202220,014-S02,RIIZ1110,A-100,RIIZ1110,,,,,,OK
104,202220,014-S02,RIIZ1110,B-100,FJBZ1110,,,,,,OK
105,202220,014-S02,RIIZ1121,A-100,RIIZ1120,,,,,,OK
106,202220,014-S02,RIIZ1121,B-100,RELZ1210,,,,,,OK
107,202220,014-S02,RIIZ1121,C-100,RIIZ1121,,,,,,OK
108,202220,014-S03,INGZ0333,A-100,INGZ0333,,,,,,OK
109,202220,014-S03,INGZ0333,B-100,INGZ3333,,,,,,OK
110,202220,014-S03,INGZ0333,C-100,INGZ0050,,,,,,OK
111,202220,014-S03,INGZ0333,D-100,INGZ0444,,,,,,OK
112,202220,014-S03,INGZ0333,E-100,,ENGC,4.0,6.0,,,OK
113,202220,014-S03,INGZ0333,F-100,,ENG,5.0,9.0,,,OK
114,202220,014-S03,MATZ0014,A-100,MATZ0014,,,,,,OK
115,202220,014-S03,MATZ0014,B-100,MATZ0110,,,,,,OK
116,202220,014-S03,MATZ0014,C-100,MATZ0325,,,,,,OK
117,202220,014-S03,MATZ0014,D-100,MATZ0020,,,,,,OK
118,202220,014-S03,MATZ0014,E-100,MATZ0315,,,,,,OK
119,202220,014-S03,MATZ0014,F-100,MATZ0310,,,,,,OK
120,202220,014-S03,MATZ0014,G-100,MATZ0305,,,,,,OK
121,202220,014-S03,MATZ0014,H-100,ECON2310,,,,,,OK
122,202220,014-S03,MATZ0014,H-100,MATZ0330,,,,,,OK
123,202220,014-S03,MATZ0014,I-100,MATZ0300,,,,,,OK
124,202220,014-S03,MATZ0014,J-100,MATZ0016,,,,,,OK
125,202220,014-S03,MATZ0014,K-100,,PRTE,7.0,10.0,,,OK
126,202220,014-S03,MATZ0014,L-100,MATZ0330,,,,,,OK
127,202220,014-S03,MATZ0014,M-100,MATZ0017,,,,,,OK
128,202220,014-S03,RCPZ2330,A-100,RCPZ2330,,,,,,OK
129,202220,014-S03,RCPZ2330,B-100,POLZ2230,,,,,,OK
130,202220,014-S03,RCPZ2330,C-100,POLZ1120,,,,,,OK
131,202220,014-S03,RCPZ2440,A-100,RCPZ2440,,,,,,OK
132,202220,014-S03,RCPZ2440,B-100,POLZ2130,,,,,,OK
133,202220,014-S03,RIIZ2330,A-100,RIIZ2330,,,,,,OK
134,202220,014-S03,RIIZ2330,B-100,RELZ2020,,,,,,OK
135,202220,014-S04,CPOL4001,A-100,CPOL4001,,,,,,OK
136,202220,014-S04,CPOL4002,A-100,CPOL4002,,,,,,OK
137,202220,014-S04,FGHZ0912,A-100,FGHZ0911,,,,,,OK
138,202220,014-S04,FGHZ0912,B-100,FGHZ0912,,,,,,OK
139,202220,014-S04,FGHZ0912,C-100,FGHZ0913,,,,,,OK
140,202220,014-S04,FGHZ0912,C-100,FGHZ0956,,,,,,OK
141,202220,014-S04,FGHZ0912,D-100,FGHZ0910,,,,,,OK
142,202220,014-S04,FGHZ0912,D-100,FGHZ0956,,,,,,OK
143,202220,014-S04,FGHZ0912,E-100,ECON1110,,,,,,OK
144,202220,014-S04,FGHZ0912,E-100,FGHZ0956,,,,,,OK
145,202220,014-S04,FGHZ0912,F-100,ECOZ1400,,,,,,OK
146,202220,014-S04,FGHZ0912,F-100,FGHZ0956,,,,,,OK
147,202220,014-S04,FGHZ0912,G-100,ECOZ1403,,,,,,OK
148,202220,014-S04,FGHZ0912,G-100,FGHZ0956,,,,,,OK
149,202220,014-S04,INGZ0444,A-100,INGZ0444,,,,,,OK
150,202220,014-S04,INGZ0444,B-100,INGZ4444,,,,,,OK
151,202220,014-S04,INGZ0444,C-100,,ENGC,4.0,6.0,,,OK
152,202220,014-S04,INGZ0444,D-100,,ENG,6.0,9.0,,,OK
153,202220,014-S04,RCPZ2442,A-100,RCPZ2442,,,,,,OK
154,202220,014-S04,RECZ2010,A-100,RECZ2010,,,,,,OK
155,202220,014-S04,RECZ2010,B-100,ECOZ1400,,,,,,OK
156,202220,014-S04,RECZ2010,C-100,ECON2110,,,,,,OK
157,202220,014-S08,CPOL8001,A-100,CPOL8001,,,,,,OK
158,202220,014-S08,CPOL8002,A-100,CPOL8002,,,,,,OK
159,202220,014-S08,CPOL8003,A-100,CPOL8003,,,,,,OK
160,202220,014-S08,FGHZ0001,A-100,FGHZ0001,,,,,,OK
161,202220,014-S08,RIIZ3667,A-100,RIIZ3663,,,,,,OK
162,202220,014-S08,RIIZ3667,B-100,RIIZ3667,,,,,,OK
163,202220,014-S08,TITA0141,A-100,TITA0141,,,,7.0,,OK
164,202220,045-S02,ECOZ1400,A-100,ECOZ1400,,,,,,OK
165,202220,045-S02,ECOZ1400,B-100,ECON1110,,,,,,OK
166,202220,045-S02,ECOZ1400,C-100,ADMD0012,,,,,,OK
167,202220,045-S02,ECOZ1400,D-100,,A171,6.0,10.0,,,OK
168,202220,045-S02,ECOZ1400,E-100,TADT1410,,,,,,OK
169,202220,045-S02,FGHZ0932,A-100,FGHZ0932,,,,,,OK
170,202220,045-S02,FGHZ0932,B-100,FGHZ0931,,,,,,OK
171,202220,045-S02,FGHZ0932,C-100,FGHZ0933,,,,,,OK
172,202220,045-S02,FGHZ0932,C-100,FGHZ0958,,,,,,OK
173,202220,045-S02,FGHZ0932,D-100,FGHZ0930,,,,,,OK
174,202220,045-S02,FGHZ0932,D-100,FGHZ0958,,,,,,OK
175,202220,045-S02,FGHZ0932,E-100,,A092,6.0,10.0,,,OK
176,202220,045-S02,FINZ1249,A-100,FINZ1249,,,,,,OK
177,202220,045-S02,FINZ1249,B-100,FINZ1243,,,,,,OK
178,202220,045-S02,FINZ1249,C-100,ADMD0005,,,,,,OK
179,202220,045-S02,FINZ1249,D-100,,A185,6.0,10.0,,,OK
180,202220,045-S02,ISWZ1101,A-100,ISWZ1101,,,,,,OK
181,202220,045-S02,ISWZ1101,B-100,ICCO1111,,,,,,OK
182,202220,045-S02,ISWZ1101,C-100,TCOM1320,,,,,,OK
183,202220,045-S02,ISWZ1101,D-100,,A108,6.0,10.0,,,OK
184,202220,045-S02,MATZ0334,A-100,MATZ0334,,,,,,OK
185,202220,045-S02,MATZ0334,B-100,MATZ0335,,,,,,OK
186,202220,045-S02,MATZ0334,C-100,MATZ0341,,,,,,OK
187,202220,045-S02,MATZ0334,D-100,,CADI,7.0,10.0,,,OK
188,202220,045-S02,MATZ0334,E-100,MATZ0329,,,,,,OK
189,202220,045-S02,NEGZ1272,A-100,NEGZ2274,,,,,,OK
190,202220,045-S02,NEGZ1272,B-100,MGTZ2320,,,,,,OK
191,202220,045-S02,NEGZ1272,B-100,NEGZ2110,,,,,,OK
192,202220,045-S02,NEGZ1272,C-100,NEGZ1272,,,,,,OK
193,202220,045-S02,NEGZ1272,D-100,NEGZ2272,,,,,,OK
194,202220,045-S02,NEGZ1272,E-100,ADMD0039,,,,,,OK
195,202220,050-S05,CINE4467,A-100,CINE4467,,,,,,OK
196,202220,050-S05,CINE4467,B-100,CINE3346,,,,,,OK
197,202220,050-S05,CINE4467,C-100,FOCI3210,,,,,,OK
198,202220,050-S05,CINE4468,A-100,CINE4468,,,,,,OK
199,202220,050-S05,CINE4468,B-100,CINE3552,,,,,,OK
200,202220,050-S05,CINE4468,C-100,PSCI3210,,,,,,OK
201,202220,050-S05,CINE4469,A-100,CINE4469,,,,,,OK
202,202220,050-S05,CINE4470,A-100,CINE4470,,,,,,OK
203,202220,050-S05,CINE4470,B-100,CINE2331,,,,,,OK
204,202220,050-S05,CINE4470,C-100,PSCI1010,,,,,,OK
205,202220,050-S05,CINE4471,A-100,CINE4471,,,,,,OK
206,202220,050-S05,CINE4471,B-100,CINE3337,,,,,,OK
207,202220,050-S05,CINE4471,C-100,DRCI3310,,,,,,OK
208,202220,050-S05,FGHZ0912,A-100,FGHZ0911,,,,,,OK
209,202220,050-S05,FGHZ0912,B-100,FGHZ0912,,,,,,OK
210,202220,050-S05,FGHZ0912,C-100,FGHZ0913,,,,,,OK
211,202220,050-S05,FGHZ0912,C-100,FGHZ0956,,,,,,OK
212,202220,050-S05,FGHZ0912,D-100,FGHZ0956,,,,,,OK
213,202220,050-S05,FGHZ0912,D-100,FGHZ0910,,,,,,OK
214,202220,050-S05,FGHZ0912,E-100,FGHZ0956,,,,,,OK
215,202220,050-S05,FGHZ0912,E-100,ECON1110,,,,,,OK
216,202220,050-S05,FGHZ0912,F-100,ECOZ1400,,,,,,OK
217,202220,050-S05,FGHZ0912,F-100,FGHZ0956,,,,,,OK
218,202220,050-S05,FGHZ0912,G-100,FGHZ0956,,,,,,OK
219,202220,050-S05,FGHZ0912,G-100,ECOZ1403,,,,,,OK
220,202220,050-S06,CINE3548,A-100,CINE3548,,,,,,OK
221,202220,050-S06,CINE3548,B-100,CINE3343,,,,,,OK
222,202220,050-S06,CINE3548,C-100,DRCI3320,,,,,,OK
223,202220,050-S06,CINE3558,A-100,CINE3558,,,,,,OK
224,202220,050-S06,CINE3558,B-100,CINE3553,,,,,,OK
225,202220,050-S06,CINE4472,A-100,CINE4472,,,,,,OK
226,202220,050-S06,CINE4472,B-100,CINE3336,,,,,,OK
227,202220,050-S06,CINE4472,C-100,DRCI2130,,,,,,OK
228,202220,050-S06,CINE4473,A-100,CINE4473,,,,,,OK
229,202220,050-S06,CINE4474,A-100,CINE4474,,,,,,OK
230,202220,050-S06,CINE4475,A-100,CINE4475,,,,,,OK
231,202220,050-S06,CINE4475,B-100,CINE4349,,,,,,OK
232,202220,050-S06,CINE4475,C-100,GUCI3130,,,,,,OK
233,202220,050-S06,TITA2141,A-100,TITA2141,,,,7.0,,OK
234,202220,050-S06,TITA2141,B-100,PRCI3410,,,,,,OK
235,202220,053-S01,FGLZ0192,A-100,FGLZ0160,,,,,,OK
236,202220,053-S01,FGLZ0192,A-100,FGLZ0140,,,,,,OK
237,202220,053-S01,FGLZ0192,B-100,FGLZ0160,,,,,,OK
238,202220,053-S01,FGLZ0192,B-100,FGLZ0170,,,,,,OK
239,202220,053-S01,FGLZ0192,C-100,FGLZ0140,,,,,,OK
240,202220,053-S01,FGLZ0192,C-100,ICOM1110,,,,,,OK
241,202220,053-S01,FGLZ0192,D-100,FGLZ0170,,,,,,OK
242,202220,053-S01,FGLZ0192,D-100,ICOM1110,,,,,,OK
243,202220,053-S01,FGLZ0192,E-100,FGLZ0140,,,,,,OK
244,202220,053-S01,FGLZ0192,E-100,FGLZ0190,,,,,,OK
245,202220,053-S01,FGLZ0192,F-100,FGLZ0190,,,,,,OK
246,202220,053-S01,FGLZ0192,F-100,FGLZ0170,,,,,,OK
247,202220,053-S01,FGLZ0192,G-100,FGLZ0192,,,,,,OK
248,202220,053-S01,FGLZ0192,H-100,FGLZ0193,,,,,,OK
249,202220,053-S01,FGLZ0192,I-100,,A090,6.0,10.0,,,OK
250,202220,053-S01,GSTR4489,A-100,GSTR4489,,,,,,OK
251,202220,053-S01,GSTR4489,B-100,GSTR1212,,,,,,OK
252,202220,053-S01,GSTR4489,C-100,GASZ3115,,,,,,OK
253,202220,053-S01,GSTR4489,D-100,GASZ3105,,,,,,OK
254,202220,053-S01,GSTR4489,E-100,HOSZ1120,,,,,,OK
255,202220,053-S01,GSTR4489,F-100,HOSP2710,,,,,,OK
256,202220,053-S01,GSTR4489,G-100,HOSP2760,,,,,,OK
257,202220,053-S01,GSTR4489,H-100,,A283,6.0,10.0,,,OK
258,202220,053-S01,GSTR4490,A-100,GSTR4490,,,,,,OK
259,202220,053-S01,GSTR4490,B-100,GSTR1233,,,,,,OK
260,202220,053-S01,GSTR4490,C-100,GASZ2010,,,,,,OK
261,202220,053-S01,GSTR4490,D-100,,A284,6.0,10.0,,,OK
262,202220,053-S01,INGZ0111,A-100,INGZ0111,,,,,,OK
263,202220,053-S01,INGZ0111,B-100,INGZ0030,,,,,,OK
264,202220,053-S01,INGZ0111,C-100,INGZ1111,,,,,,OK
265,202220,053-S01,INGZ0111,D-100,INGZ0222,,,,,,OK
266,202220,053-S01,INGZ0111,E-100,INGZ0333,,,,,,OK
267,202220,053-S01,INGZ0111,F-100,INGZ0444,,,,,,OK
268,202220,053-S01,INGZ0111,G-100,,ENGC,4.0,6.0,,,OK
269,202220,053-S01,INGZ0111,H-100,,ENG,3.0,9.0,,,OK
270,202220,053-S01,MATZ0014,A-100,MATZ0014,,,,,,OK
271,202220,053-S01,MATZ0014,B-100,MATZ0110,,,,,,OK
272,202220,053-S01,MATZ0014,C-100,MATZ0325,,,,,,OK
273,202220,053-S01,MATZ0014,D-100,MATZ0020,,,,,,OK
274,202220,053-S01,MATZ0014,E-100,MATZ0315,,,,,,OK
275,202220,053-S01,MATZ0014,F-100,MATZ0310,,,,,,OK
276,202220,053-S01,MATZ0014,G-100,MATZ0305,,,,,,OK
277,202220,053-S01,MATZ0014,H-100,MATZ0330,,,,,,OK
278,202220,053-S01,MATZ0014,H-100,ECON2310,,,,,,OK
279,202220,053-S01,MATZ0014,I-100,MATZ0300,,,,,,OK
280,202220,053-S01,MATZ0014,J-100,MATZ0016,,,,,,OK
281,202220,053-S01,MATZ0014,K-100,,PRTE,7.0,10.0,,,OK
282,202220,053-S01,MATZ0014,L-100,MATZ0330,,,,,,OK
283,202220,053-S01,MATZ0014,M-100,MATZ0017,,,,,,OK
284,202220,053-S02,FGHZ0922,A-100,FGHZ0922,,,,,,OK
285,202220,053-S02,FGHZ0922,B-100,FGHZ0921,,,,,,OK
286,202220,053-S02,FGHZ0922,C-100,FGHZ0923,,,,,,OK
287,202220,053-S02,FGHZ0922,C-100,FGHZ0957,,,,,,OK
288,202220,053-S02,FGHZ0922,D-100,FGHZ0957,,,,,,OK
289,202220,053-S02,FGHZ0922,D-100,FGHZ0920,,,,,,OK
290,202220,053-S02,FGLZ0180,A-100,FGLZ0180,,,,,,OK
291,202220,053-S02,FGLZ0180,B-100,FGLZ0150,,,,,,OK
292,202220,053-S02,FGLZ0180,C-100,FGLZ0182,,,,,,OK
293,202220,053-S02,FGLZ0180,D-100,,A091,6.0,10.0,,,OK
294,202220,053-S02,GSTR4491,A-100,GSTR4491,,,,,,OK
295,202220,053-S02,GSTR4491,B-100,GSTR1111,,,,,,OK
296,202220,053-S02,GSTR4491,C-100,GAST2020,,,,,,OK
297,202220,053-S02,GSTR4491,C-100,GAST2010,,,,,,OK
298,202220,053-S02,GSTR4491,D-100,HOSZ2131,,,,,,OK
299,202220,053-S02,GSTR4491,E-100,HOSP2730,,,,,,OK
300,202220,053-S02,GSTR4491,F-100,,A285,6.0,10.0,,,OK
301,202220,053-S02,GSTR4492,A-100,GSTR4492,,,,,,OK
302,202220,053-S02,GSTR4492,B-100,GSTR2232,,,,,,OK
303,202220,053-S02,GSTR4492,C-100,GASZ3130,,,,,,OK
304,202220,053-S02,GSTR4492,D-100,,A286,6.0,10.0,,,OK
305,202220,053-S02,GSTR4493,A-100,GSTR4493,,,,,,OK
306,202220,053-S02,GSTR4493,B-100,GSTR2228,,,,,,OK
307,202220,053-S02,GSTR4493,C-100,GASZ2120,,,,,,OK
308,202220,053-S02,GSTR4493,D-100,,A287,6.0,10.0,,,OK
309,202220,053-S02,GSTR4494,A-100,GSTR4494,,,,,,OK
310,202220,053-S02,GSTR4494,B-100,GSTR4268,,,,,,OK
311,202220,053-S02,GSTR4494,C-100,GASZ1230,,,,,,OK
312,202220,053-S02,GSTR4494,D-100,HOSZ1102,,,,,,OK
313,202220,053-S02,GSTR4494,E-100,HOSP2720,,,,,,OK
314,202220,053-S02,GSTR4494,F-100,,A288,6.0,10.0,,,OK
315,202220,053-S03,FGHZ0912,A-100,FGHZ0911,,,,,,OK
316,202220,053-S03,FGHZ0912,B-100,FGHZ0912,,,,,,OK
317,202220,053-S03,FGHZ0912,C-100,FGHZ0913,,,,,,OK
318,202220,053-S03,FGHZ0912,C-100,FGHZ0956,,,,,,OK
319,202220,053-S03,FGHZ0912,D-100,FGHZ0910,,,,,,OK
320,202220,053-S03,FGHZ0912,D-100,FGHZ0956,,,,,,OK
321,202220,053-S03,FGHZ0912,E-100,FGHZ0956,,,,,,OK
322,202220,053-S03,FGHZ0912,E-100,ECON1110,,,,,,OK
323,202220,053-S03,FGHZ0912,F-100,ECOZ1400,,,,,,OK
324,202220,053-S03,FGHZ0912,F-100,FGHZ0956,,,,,,OK
325,202220,053-S03,FGHZ0912,G-100,ECOZ1403,,,,,,OK
326,202220,053-S03,FGHZ0912,G-100,FGHZ0956,,,,,,OK
327,202220,053-S03,GSTR4495,A-100,GSTR4495,,,,,,OK
328,202220,053-S03,GSTR4496,A-100,GSTR4496,,,,,,OK
329,202220,053-S03,GSTR4496,B-100,GSTR2248,,,,,,OK
330,202220,053-S03,GSTR4496,C-100,GASZ3210,,,,,,OK
331,202220,053-S03,GSTR4496,D-100,,A289,6.0,10.0,,,OK
332,202220,053-S03,GSTR4497,A-100,GSTR4497,,,,,,OK
333,202220,053-S03,GSTR4497,B-100,GSTR3246,,,,,,OK
334,202220,053-S03,GSTR4497,C-100,GASZ3020,,,,,,OK
335,202220,053-S03,GSTR4497,D-100,,A290,6.0,10.0,,,OK
336,202220,053-S03,GSTR4498,A-100,GSTR4498,,,,,,OK
337,202220,053-S03,GSTR4498,B-100,GSTR4263,,,,,,OK
338,202220,053-S03,GSTR4498,C-100,GASZ4240,,,,,,OK
339,202220,053-S03,GSTR4498,D-100,GASZ4280,,,,,,OK
340,202220,053-S03,GSTR4498,E-100,,A291,6.0,10.0,,,OK
341,202220,053-S03,GSTR4514,A-100,GSTR4514,,,,,,OK
342,202220,053-S03,GSTR4514,B-100,GSTR2238,,,,,,OK
343,202220,053-S03,GSTR4514,B-100,GSTR3268,,,,,,OK
344,202220,053-S04,FGHZ0001,A-100,FGHZ0001,,,,,,OK
345,202220,053-S04,GSTR2148,A-100,FINZ1170,,,,,,OK
346,202220,053-S04,GSTR2148,B-100,GSTR2148,,,,,,OK
347,202220,053-S04,GSTR4499,A-100,GSTR4499,,,,,,OK
348,202220,053-S04,GSTR4499,B-100,GSTR4258,,,,,,OK
349,202220,053-S04,GSTR4499,C-100,GASZ3030,,,,,,OK
350,202220,053-S04,GSTR4500,A-100,GSTR4500,,,,,,OK
351,202220,053-S04,GSTR4500,B-100,GSTR3262,,,,,,OK
352,202220,053-S04,GSTR4500,C-100,INEC3120,,,,,,OK
353,202220,053-S04,GSTR4500,D-100,,A292,6.0,10.0,,,OK
354,202220,053-S04,GSTR4501,A-100,GSTR4501,,,,,,OK
355,202220,053-S04,GSTR4501,B-100,GSTR2253,,,,,,OK
356,202220,053-S04,GSTR4501,C-100,INEC2110,,,,,,OK
357,202220,053-S04,GSTR4501,D-100,,A293,6.0,10.0,,,OK
358,202220,053-S04,GSTR4511,A-100,GSTR4511,,,,,,OK
359,202220,053-S04,GSTR4517,A-100,GSTR4517,,,,,,OK
360,202220,053-S04,TITA0531,A-100,TITA0531,,,,7.0,,OK
361,202220,201-23-S01,CLUB1000,A-100,CLUB1000,,,,CC,,OK
362,202220,201-23-S01,CLUB1000,B-100,CLUB1000,,,,HP,,OK
363,202220,201-23-S01,CLUB1000,C-100,CLUB0024,,,,,,OK
364,202220,201-23-S01,CLUB1000,D-100,CLUB0085,,,,,,OK
365,202220,201-23-S01,CLUB1000,E-100,CLUB0010,,,,,,OK
366,202220,201-23-S01,COIM1013,A-100,COIM1013,,,,,,OK
367,202220,201-23-S01,CRDI1310,A-100,CRDI1310,,,,,,OK
368,202220,201-23-S01,CRDI1310,B-100,,A254,6.0,10.0,,,OK
