,PERIODO,AREA,REGLA,CONECTOR,SIGLA,PRUEBA,TEST_PUNTAJE_MINIMO,TEST_PUNTAJE_MAXIMO,REGLA_PUNTAJE_MINIMO,REGLA_ATRIBUTO,ESTADO
61,202510,003-61-S04,EDIB0010,A-100,EDIB0010,,,,,,OK
62,202510,003-61-S04,EDIB0010,B-100,,A072,6,10,,,OK
63,202510,003-61-S04,FGHZ0912,A-100,FGHZ0911,,,,,,OK
64,202510,003-61-S04,FGHZ0912,B-100,FGHZ0912,,,,,,OK
65,202510,003-61-S04,FGHZ0912,C-100,FGHZ0956,,,,,,OK
66,202510,003-61-S04,FGHZ0912,C-100,FGHZ0913,,,,,,OK
67,202510,003-61-S04,FGHZ0912,D-100,FGHZ0956,,,,,,OK
68,202510,003-61-S04,FGHZ0912,D-100,FGHZ0910,,,,,,OK
69,202510,003-61-S04,FGHZ0912,E-100,ECON1110,,,,,,OK
70,202510,003-61-S04,FGHZ0912,E-100,FGHZ0956,,,,,,OK
71,202510,003-61-S04,FGHZ0912,F-100,ECOZ1400,,,,,,OK
72,202510,003-61-S04,FGHZ0912,F-100,FGHZ0956,,,,,,OK
73,202510,003-61-S04,FGHZ0912,G-100,FGHZ0956,,,,,,OK
74,202510,003-61-S04,FGHZ0912,G-100,ECOZ1403,,,,,,OK
75,202510,003-61-S04,FGHZ0912,H-100,VIDA0003,,,,,,OK
76,202510,003-61-S04,INGZ0444,A-100,INGZ0444,,,,,,OK
77,202510,003-61-S04,INGZ0444,B-100,INGZ4444,,,,,,OK
78,202510,003-61-S04,INGZ0444,C-100,INGZ0145,,,,,,OK
79,202510,003-61-S04,INGZ0444,D-100,,ENGC,4,6,,,OK
80,202510,003-61-S04,INGZ0444,E-100,,ENG,6,9,,,OK
81,202510,003-61-S04,INGZ0444,F-100,INGZ0440,,,,,,OK
82,202510,003-61-S05,EDIB0071,A-100,EDIB0071,,,,,,OK
83,202510,003-61-S05,EDIB0076,A-100,EDIB0076,,,,,,OK
84,202510,003-61-S05,FGHZ0922,A-100,FGHZ0922,,,,,,OK
85,202510,003-61-S05,FGHZ0922,B-100,FGHZ0921,,,,,,OK
86,202510,003-61-S05,FGHZ0922,C-100,FGHZ0923,,,,,,OK
87,202510,003-61-S05,FGHZ0922,C-100,FGHZ0957,,,,,,OK
88,202510,003-61-S05,FGHZ0922,D-100,FGHZ0957,,,,,,OK
89,202510,003-61-S05,FGHZ0922,D-100,FGHZ0920,,,,,,OK
90,202510,003-61-S05,FGHZ0922,E-100,VIDA0004,,,,,,OK
91,202510,003-61-S05,ITIO0019,A-100,EDIB0066,,,,,,OK
92,202510,003-61-S05,ITIO0020,A-100,EDIB0051,,,,,,OK
93,202510,014-S01,FGHZ0942,A-100,FGHZ0942,,,,,,OK
94,202510,014-S01,FGHZ0942,B-100,FGHZ0941,,,,,,OK
95,202510,014-S01,FGHZ0942,C-100,FGHZ0943,,,,,,OK
96,202510,014-S01,FGHZ0942,C-100,FGHZ0959,,,,,,OK
97,202510,014-S01,FGHZ0942,D-100,FGHZ0959,,,,,,OK
98,202510,014-S01,FGHZ0942,D-100,FGHZ0940,,,,,,OK
99,202510,014-S01,FGHZ0942,E-100,VIDA0003,,,,,,OK
100,202510,014-S01,FGHZ0942,F-100,FGHZ0922,,,,,,OK
101,202510,014-S01,FGHZ0942,G-100,,A093,6,10,,,OK
102,202510,014-S01,FGLZ0192,A-100,FGLZ0160,,,,,,OK
103,202510,014-S01,FGLZ0192,A-100,FGLZ0140,,,,,,OK
104,202510,014-S01,FGLZ0192,B-100,FGLZ0160,,,,,,OK
105,202510,014-S01,FGLZ0192,B-100,FGLZ0170,,,,,,OK
106,202510,014-S01,FGLZ0192,C-100,FGLZ0140,,,,,,OK
107,202510,014-S01,FGLZ0192,C-100,ICOM1110,,,,,,OK
108,202510,014-S01,FGLZ0192,D-100,ICOM1110,,,,,,OK
109,202510,014-S01,FGLZ0192,D-100,FGLZ0170,,,,,,OK
110,202510,014-S01,FGLZ0192,E-100,FGLZ0190,,,,,,OK
111,202510,014-S01,FGLZ0192,E-100,FGLZ0140,,,,,,OK
112,202510,014-S01,FGLZ0192,F-100,FGLZ0190,,,,,,OK
113,202510,014-S01,FGLZ0192,F-100,FGLZ0170,,,,,,OK
114,202510,014-S01,FGLZ0192,G-100,FGLZ0192,,,,,,OK
115,202510,014-S01,FGLZ0192,H-100,FGLZ0193,,,,,,OK
116,202510,014-S01,FGLZ0192,I-100,VIDA0002,,,,,,OK
117,202510,014-S01,FGLZ0192,J-100,,A090,6,10,,,OK
118,202510,014-S01,INGZ0111,A-100,INGZ0111,,,,,,OK
119,202510,014-S01,INGZ0111,B-100,INGZ0030,,,,,,OK
120,202510,014-S01,INGZ0111,C-100,INGZ1111,,,,,,OK
121,202510,014-S01,INGZ0111,D-100,INGZ0123,,,,,,OK
122,202510,014-S01,INGZ0111,E-100,,ENGC,4,6,,,OK
123,202510,014-S01,INGZ0111,F-100,,ENG,3,9,,,OK
124,202510,014-S01,INGZ0111,G-100,,,,,,I111,OK
125,202510,014-S01,INGZ0111,H-100,INGZ0110,,,,,,OK
126,202510,014-S01,RCPZ1011,A-100,RCPZ1010,,,,,,OK
127,202510,014-S01,RCPZ1011,B-100,POLZ1010,,,,,,OK
128,202510,014-S01,RCPZ1011,C-100,RCPZ1011,,,,,,OK
129,202510,014-S01,RIIZ1011,A-100,RIIZ1010,,,,,,OK
130,202510,014-S01,RIIZ1011,B-100,RELZ1010,,,,,,OK
131,202510,014-S01,RIIZ1011,C-100,RIIZ1011,,,,,,OK
132,202510,014-S01,RIIZ1110,A-100,RIIZ1110,,,,,,OK
133,202510,014-S01,RIIZ1110,B-100,FJBZ1110,,,,,,OK
134,202510,014-S01,RIIZ1110,C-100,CPDE1010,,,,,,OK
135,202510,051-S05,EHTZ3070,A-100,EHTZ3064,,,,,,OK
136,202510,051-S05,EHTZ3070,B-100,ADMT1610,,,,,,OK
137,202510,051-S05,EHTZ3070,C-100,EHTZ3070,,,,,,OK
138,202510,051-S05,FGHZ0932,A-100,FGHZ0932,,,,,,OK
139,202510,051-S05,FGHZ0932,B-100,FGHZ0931,,,,,,OK
140,202510,051-S05,FGHZ0932,C-100,FGHZ0958,,,,,,OK
141,202510,051-S05,FGHZ0932,C-100,FGHZ0933,,,,,,OK
142,202510,051-S05,FGHZ0932,D-100,FGHZ0930,,,,,,OK
143,202510,051-S05,FGHZ0932,D-100,FGHZ0958,,,,,,OK
144,202510,051-S05,FGHZ0932,E-100,VIDA0003,,,,,,OK
145,202510,051-S05,FGHZ0932,F-100,FGHZ0922,,,,,,OK
146,202510,051-S05,FGHZ0932,G-100,,A092,6,10,,,OK
147,202510,051-S05,HOSZ4488,A-100,HOSZ4488,,,,,,OK
148,202510,051-S05,HOSZ4488,B-100,EHTZ3185,,,,,,OK
149,202510,051-S05,HOSZ4488,C-100,EHTZ3184,,,,,,OK
150,202510,051-S05,HOSZ4488,D-100,HOSP1030,,,,,,OK
151,202510,051-S05,HOSZ4488,E-100,EHTZ4084,,,,,,OK
152,202510,051-S05,HOSZ4488,F-100,EHTZ3186,,,,,,OK
153,202510,051-S05,HOSZ4494,A-100,HOSZ4494,,,,,,OK
154,202510,051-S05,HOSZ4494,B-100,HOSZ4184,,,,,,OK
155,202510,051-S05,HOSZ4494,C-100,HOSZ4181,,,,,,OK
156,202510,051-S05,HOSZ4494,D-100,ADMT4210,,,,,,OK
157,202510,051-S05,MGTZ1123,A-100,MGTZ1123,,,,,,OK
158,202510,051-S05,MGTZ1123,B-100,MGTZ1124,,,,,,OK
159,202510,051-S05,MGTZ1123,C-100,MGTZ2110,,,,,,OK
160,202510,051-S05,MGTZ1123,D-100,ADMD0019,,,,,,OK
161,202510,051-S05,MGTZ1123,E-100,ADTT2210,,,,,,OK
162,202510,051-S05,MGTZ1123,F-100,HOSZ3394,,,,,,OK
163,202510,051-S05,MGTZ1123,G-100,HOSZ4489,,,,,,OK
164,202510,051-S05,MGTZ1123,H-100,TOUZ2248,,,,,,OK
165,202510,051-S05,MGTZ1123,I-100,,A168,6,10,,,OK
166,202510,051-S05,MKTZ2535,A-100,MKTZ2535,,,,,,OK
167,202510,051-S05,MKTZ2535,B-100,MKTZ2534,,,,,,OK
168,202510,051-S05,MKTZ2535,C-100,MKTZ2120,,,,,,OK
169,202510,051-S05,MKTZ2535,D-100,MKTZ2538,,,,,,OK
170,202510,051-S05,MKTZ2535,E-100,ADMD0018,,,,,,OK
171,202510,051-S05,MKTZ2535,F-100,,A211,6,10,,,OK
172,202510,051-S05,MKTZ2535,G-100,TADT1030,,,,,,OK
173,202510,052-S01,FGLZ0192,A-100,FGLZ0140,,,,,,OK
174,202510,052-S01,FGLZ0192,A-100,FGLZ0160,,,,,,OK
175,202510,052-S01,FGLZ0192,B-100,FGLZ0170,,,,,,OK
176,202510,052-S01,FGLZ0192,B-100,FGLZ0160,,,,,,OK
177,202510,052-S01,FGLZ0192,C-100,ICOM1110,,,,,,OK
178,202510,052-S01,FGLZ0192,C-100,FGLZ0140,,,,,,OK
179,202510,052-S01,FGLZ0192,D-100,ICOM1110,,,,,,OK
180,202510,052-S01,FGLZ0192,D-100,FGLZ0170,,,,,,OK
181,202510,052-S01,FGLZ0192,E-100,FGLZ0190,,,,,,OK
182,202510,052-S01,FGLZ0192,E-100,FGLZ0140,,,,,,OK
183,202510,052-S01,FGLZ0192,F-100,FGLZ0170,,,,,,OK
184,202510,052-S01,FGLZ0192,F-100,FGLZ0190,,,,,,OK
185,202510,052-S01,FGLZ0192,G-100,FGLZ0192,,,,,,OK
186,202510,052-S01,FGLZ0192,H-100,FGLZ0193,,,,,,OK
187,202510,052-S01,FGLZ0192,I-100,VIDA0002,,,,,,OK
188,202510,052-S01,FGLZ0192,J-100,,A090,6,10,,,OK
189,202510,052-S01,GSTR4489,A-100,GSTR4489,,,,,,OK
190,202510,052-S01,GSTR4489,B-100,GSTR1212,,,,,,OK
191,202510,052-S01,GSTR4489,C-100,GASZ3105,,,,,,OK
192,202510,052-S01,GSTR4489,C-100,GASZ3115,,,,,,OK
193,202510,052-S01,GSTR4489,D-100,HOSZ1120,,,,,,OK
194,202510,052-S01,GSTR4489,E-100,HOSP2710,,,,,,OK
195,202510,052-S01,GSTR4489,F-100,HOSP2760,,,,,,OK
196,202510,052-S01,GSTR4489,G-100,,A283,6,10,,,OK
197,202510,052-S01,GSTR4490,A-100,GSTR4490,,,,,,OK
198,202510,052-S01,GSTR4490,B-100,GSTR1233,,,,,,OK
199,202510,052-S01,GSTR4490,C-100,GASZ2010,,,,,,OK
200,202510,052-S01,GSTR4490,D-100,GSTR1232,,,,,,OK
201,202510,052-S01,GSTR4490,E-100,,A284,6,10,,,OK
202,202510,052-S01,INGZ0111,A-100,INGZ0111,,,,,,OK
203,202510,052-S01,INGZ0111,B-100,INGZ0030,,,,,,OK
204,202510,052-S01,INGZ0111,C-100,INGZ1111,,,,,,OK
205,202510,052-S01,INGZ0111,D-100,INGZ0123,,,,,,OK
206,202510,052-S01,INGZ0111,E-100,,ENGC,4,6,,,OK
207,202510,052-S01,INGZ0111,F-100,,ENG,3,9,,,OK
208,202510,052-S01,INGZ0111,G-100,,,,,,I111,OK
209,202510,052-S01,INGZ0111,H-100,INGZ0110,,,,,,OK
210,202510,052-S01,MATZ0014,A-100,MATZ0014,,,,,,OK
211,202510,052-S01,MATZ0014,B-100,MATZ0110,,,,,,OK
212,202510,052-S01,MATZ0014,C-100,MATZ0325,,,,,,OK
213,202510,052-S01,MATZ0014,D-100,MATZ0020,,,,,,OK
214,202510,052-S01,MATZ0014,E-100,MATZ0315,,,,,,OK
215,202510,052-S01,MATZ0014,F-100,MATZ0310,,,,,,OK
216,202510,052-S01,MATZ0014,G-100,MATZ0305,,,,,,OK
217,202510,052-S01,MATZ0014,H-100,MATZ0330,,,,,,OK
218,202510,052-S01,MATZ0014,H-100,ECON2310,,,,,,OK
219,202510,052-S01,MATZ0014,I-100,MATZ0300,,,,,,OK
220,202510,052-S01,MATZ0014,J-100,MATZ0016,,,,,,OK
221,202510,052-S01,MATZ0014,K-100,,PRTE,7,10,,,OK
222,202510,052-S01,MATZ0014,L-100,MATZ0330,,,,,,OK
223,202510,052-S01,MATZ0014,M-100,MATZ0017,,,,,,OK
224,202510,052-S02,FGLZ0180,A-100,FGLZ0180,,,,,,OK
225,202510,052-S02,FGLZ0180,B-100,FGLZ0150,,,,,,OK
226,202510,052-S02,FGLZ0180,C-100,FGLZ0182,,,,,,OK
227,202510,052-S02,FGLZ0180,D-100,VIDA0001,,,,,,OK
228,202510,052-S02,FGLZ0180,E-100,,A091,6,10,,,OK
229,202510,052-S02,GSTR4491,A-100,GSTR4491,,,,,,OK
230,202510,052-S02,GSTR4491,B-100,GSTR1111,,,,,,OK
231,202510,052-S02,GSTR4491,C-100,GAST2020,,,,,,OK
232,202510,052-S02,GSTR4491,C-100,GAST2010,,,,,,OK
233,202510,052-S02,GSTR4491,D-100,HOSZ2131,,,,,,OK
234,202510,052-S02,GSTR4491,E-100,HOSP2730,,,,,,OK
235,202510,052-S02,GSTR4491,F-100,,A285,6,10,,,OK
236,202510,052-S02,GSTR4492,A-100,GSTR4492,,,,,,OK
237,202510,052-S02,GSTR4492,B-100,GSTR2232,,,,,,OK
238,202510,052-S02,GSTR4492,C-100,GASZ3130,,,,,,OK
239,202510,052-S02,GSTR4492,D-100,GSTR2231,,,,,,OK
240,202510,052-S02,GSTR4492,E-100,,A286,6,10,,,OK
241,202510,052-S02,GSTR4493,A-100,GSTR4493,,,,,,OK
242,202510,052-S02,GSTR4493,B-100,GSTR2228,,,,,,OK
243,202510,052-S02,GSTR4493,C-100,GASZ2120,,,,,,OK
244,202510,052-S02,GSTR4493,D-100,GSTR2224,,,,,,OK
245,202510,052-S02,GSTR4493,E-100,,A287,6,10,,,OK
246,202510,052-S02,GSTR4494,A-100,GSTR4494,,,,,,OK
247,202510,052-S02,GSTR4494,B-100,GSTR4268,,,,,,OK
248,202510,052-S02,GSTR4494,C-100,GASZ1230,,,,,,OK
249,202510,052-S02,GSTR4494,D-100,HOSZ1102,,,,,,OK
250,202510,052-S02,GSTR4494,E-100,HOSP2720,,,,,,OK
251,202510,052-S02,GSTR4494,F-100,,A288,6,10,,,OK
252,202510,052-S02,INGZ0222,A-100,INGZ0222,,,,,,OK
253,202510,052-S02,INGZ0222,B-100,INGZ0040,,,,,,OK
254,202510,052-S02,INGZ0222,C-100,INGZ2222,,,,,,OK
255,202510,052-S02,INGZ0222,D-100,INGZ0145,,,,,,OK
256,202510,052-S02,INGZ0222,E-100,,ENGC,4,6,,,OK
257,202510,052-S02,INGZ0222,F-100,,ENG,4,9,,,OK
258,202510,052-S02,INGZ0222,G-100,,,,,,I222,OK
259,202510,052-S02,INGZ0222,H-100,INGZ0220,,,,,,OK
260,202510,052-S07,GSTR1148,A-100,GSTR1148,,,,,,OK
261,202510,052-S07,GSTR4365,A-100,INEC4210,,,,,,OK
262,202510,052-S07,GSTR4365,B-100,GSTR4365,,,,,,OK
263,202510,052-S07,GSTR4511,A-100,GSTR4511,,,,,,OK
264,202510,052-S07,GSTR4511,B-100,GSTR3478,,,,,,OK
265,202510,052-S07,GSTR4512,A-100,GSTR4512,,,,,,OK
266,202510,052-S07,GSTR4512,B-100,GSTR3251,,,,,,OK
267,202510,052-S07,GSTR4512,C-100,FINZ1180,,,,,,OK
268,202510,052-S07,GSTR4512,D-100,,A298,6,10,,,OK
269,202510,052-S07,GSTR4513,A-100,GSTR4513,,,,,,OK
270,202510,052-S07,GSTR4513,B-100,GSTR2188,,,,,,OK
271,202510,052-S07,GSTR4513,C-100,KEND1010,,,,,,OK
272,202510,052-S07,GSTR4514,A-100,GSTR4514,,,,,,OK
273,202510,052-S07,GSTR4514,B-100,GSTR2238,,,,,,OK
274,202510,052-S07,GSTR4514,B-100,GSTR3268,,,,,,OK
275,202510,052-S07,TITA4841,A-100,TITA4841,,,,7.0,,OK
276,202510,052-S07,TITA4841,B-100,METZ0482,,,,,,OK
277,202510,052-S07,TITA4841,C-100,METZ0481,,,,,,OK
278,202510,053-S01,FGLZ0192,A-100,FGLZ0160,,,,,,OK
279,202510,053-S01,FGLZ0192,A-100,FGLZ0140,,,,,,OK
280,202510,053-S01,FGLZ0192,B-100,FGLZ0160,,,,,,OK
281,202510,053-S01,FGLZ0192,B-100,FGLZ0170,,,,,,OK
282,202510,053-S01,FGLZ0192,C-100,FGLZ0140,,,,,,OK
283,202510,053-S01,FGLZ0192,C-100,ICOM1110,,,,,,OK
284,202510,053-S01,FGLZ0192,D-100,FGLZ0170,,,,,,OK
285,202510,053-S01,FGLZ0192,D-100,ICOM1110,,,,,,OK
286,202510,053-S01,FGLZ0192,E-100,FGLZ0140,,,,,,OK
287,202510,053-S01,FGLZ0192,E-100,FGLZ0190,,,,,,OK
288,202510,053-S01,FGLZ0192,F-100,FGLZ0190,,,,,,OK
289,202510,053-S01,FGLZ0192,F-100,FGLZ0170,,,,,,OK
290,202510,053-S01,FGLZ0192,G-100,FGLZ0192,,,,,,OK
291,202510,053-S01,FGLZ0192,H-100,FGLZ0193,,,,,,OK
292,202510,053-S01,FGLZ0192,I-100,VIDA0002,,,,,,OK
293,202510,053-S01,FGLZ0192,J-100,,A090,6,10,,,OK
294,202510,053-S01,GSTR4489,A-100,GSTR4489,,,,,,OK
295,202510,053-S01,GSTR4489,B-100,GSTR1212,,,,,,OK
296,202510,053-S01,GSTR4489,C-100,GASZ3115,,,,,,OK
297,202510,053-S01,GSTR4489,D-100,GASZ3105,,,,,,OK
298,202510,053-S01,GSTR4489,E-100,HOSZ1120,,,,,,OK
299,202510,053-S01,GSTR4489,F-100,HOSP2710,,,,,,OK
300,202510,053-S01,GSTR4489,G-100,HOSP2760,,,,,,OK
301,202510,053-S01,GSTR4489,H-100,,A283,6,10,,,OK
302,202510,053-S01,GSTR4490,A-100,GSTR4490,,,,,,OK
303,202510,053-S01,GSTR4490,B-100,GSTR1233,,,,,,OK
304,202510,053-S01,GSTR4490,C-100,GASZ2010,,,,,,OK
305,202510,053-S01,GSTR4490,D-100,GSTR1232,,,,,,OK
306,202510,053-S01,GSTR4490,E-100,,A284,6,10,,,OK
307,202510,053-S01,INGZ0111,A-100,INGZ0111,,,,,,OK
308,202510,053-S01,INGZ0111,B-100,INGZ0030,,,,,,OK
309,202510,053-S01,INGZ0111,C-100,INGZ1111,,,,,,OK
310,202510,053-S01,INGZ0111,D-100,INGZ0123,,,,,,OK
311,202510,053-S01,INGZ0111,E-100,,ENGC,4,6,,,OK
312,202510,053-S01,INGZ0111,F-100,,ENG,3,9,,,OK
313,202510,053-S01,INGZ0111,G-100,,,,,,I111,OK
314,202510,053-S01,INGZ0111,H-100,INGZ0110,,,,,,OK
315,202510,053-S01,MATZ0014,A-100,MATZ0014,,,,,,OK
316,202510,053-S01,MATZ0014,B-100,MATZ0110,,,,,,OK
317,202510,053-S01,MATZ0014,C-100,MATZ0325,,,,,,OK
318,202510,053-S01,MATZ0014,D-100,MATZ0020,,,,,,OK
319,202510,053-S01,MATZ0014,E-100,MATZ0315,,,,,,OK
320,202510,053-S01,MATZ0014,F-100,MATZ0310,,,,,,OK
321,202510,053-S01,MATZ0014,G-100,MATZ0305,,,,,,OK
322,202510,053-S01,MATZ0014,H-100,MATZ0330,,,,,,OK
323,202510,053-S01,MATZ0014,H-100,ECON2310,,,,,,OK
324,202510,053-S01,MATZ0014,I-100,MATZ0300,,,,,,OK
325,202510,053-S01,MATZ0014,J-100,MATZ0016,,,,,,OK
326,202510,053-S01,MATZ0014,K-100,,PRTE,7,10,,,OK
327,202510,053-S01,MATZ0014,L-100,MATZ0330,,,,,,OK
328,202510,053-S01,MATZ0014,M-100,MATZ0017,,,,,,OK
329,202510,053-S03,FGHZ0961,,,,,,,,En Banner FGHZ0961 no se encontro
330,202510,053-S03,GSTR4496,A-100,GSTR4496,,,,,,OK
331,202510,053-S03,GSTR4496,B-100,GSTR2248,,,,,,OK
332,202510,053-S03,GSTR4496,C-100,GASZ3210,,,,,,OK
333,202510,053-S03,GSTR4496,D-100,,A289,6,10,,,OK
334,202510,053-S03,GSTR4514,A-100,GSTR4514,,,,,,OK
335,202510,053-S03,GSTR4514,B-100,GSTR2238,,,,,,OK
336,202510,053-S03,GSTR4514,B-100,GSTR3268,,,,,,OK
337,202510,053-S03,GSTR4524,A-100,GSTR4524,,,,,,OK
338,202510,053-S03,GSTR4524,B-100,GSTR4495,,,,,,OK
339,202510,053-S03,GSTR4525,A-100,GSTR4525,,,,,,OK
340,202510,053-S03,GSTR4525,B-100,GSTR4497,,,,,,OK
341,202510,053-S03,GSTR4525,C-100,,A427,6,10,,,OK
342,202510,053-S03,GSTR4526,A-100,GSTR4526,,,,,,OK
343,202510,053-S03,GSTR4526,B-100,GSTR4498,,,,,,OK
344,202510,053-S03,GSTR4526,C-100,,A428,6,10,,,OK
345,202510,053-S04,FGHZ0001,A-100,FGHZ0001,,,,,,OK
346,202510,053-S04,GSTR2148,A-100,FINZ1170,,,,,,OK
347,202510,053-S04,GSTR2148,B-100,GSTR2148,,,,,,OK
348,202510,053-S04,GSTR4511,A-100,GSTR4511,,,,,,OK
349,202510,053-S04,GSTR4511,B-100,GSTR3478,,,,,,OK
350,202510,053-S04,GSTR4517,A-100,GSTR4517,,,,,,OK
351,202510,053-S04,GSTR4527,A-100,GSTR4527,,,,,,OK
352,202510,053-S04,GSTR4527,B-100,,A429,6,10,,,OK
353,202510,053-S04,GSTR4528,A-100,GSTR4528,,,,,,OK
354,202510,053-S04,GSTR4528,B-100,,A430,6,10,,,OK
355,202510,053-S04,GSTR4529,A-100,GSTR4529,,,,,,OK
356,202510,053-S04,GSTR4529,B-100,,A431,6,10,,,OK
357,202510,053-S04,TITA0531,A-100,TITA0531,,,,7.0,,OK
358,202510,061-S01,FGLZ0192,A-100,FGLZ0140,,,,,,OK
359,202510,061-S01,FGLZ0192,A-100,FGLZ0160,,,,,,OK
360,202510,061-S01,FGLZ0192,B-100,FGLZ0160,,,,,,OK
361,202510,061-S01,FGLZ0192,B-100,FGLZ0170,,,,,,OK
362,202510,061-S01,FGLZ0192,C-100,FGLZ0140,,,,,,OK
363,202510,061-S01,FGLZ0192,C-100,ICOM1110,,,,,,OK
364,202510,061-S01,FGLZ0192,D-100,FGLZ0170,,,,,,OK
365,202510,061-S01,FGLZ0192,D-100,ICOM1110,,,,,,OK
366,202510,061-S01,FGLZ0192,E-100,FGLZ0140,,,,,,OK
367,202510,061-S01,FGLZ0192,E-100,FGLZ0190,,,,,,OK
368,202510,061-S01,FGLZ0192,F-100,FGLZ0170,,,,,,OK
369,202510,061-S01,FGLZ0192,F-100,FGLZ0190,,,,,,OK
370,202510,061-S01,FGLZ0192,G-100,FGLZ0192,,,,,,OK
