,period,subject_code,status,banner,odoo
0,202410,ADMD0017,OK,,
1,202410,ARQI0021,OK,,
2,202410,ARQI0022,OK,,
3,202410,CINE3548,OK,,
4,202410,CINE4358,OK,,
5,202410,CINE4460,OK,,
6,202410,CINE4461,OK,,
7,202410,CINE4462,OK,,
8,202410,CINE4479,OK,,
9,202410,CINE4480,OK,,
