,period,subject_code,status,banner,odoo
0,202310,EHTZ3397,OK,,
1,202310,FISZ0121,OK,,
2,202310,IAGI3565,OK,,
3,202310,IAGI3566,OK,,
4,202310,IAGI3572,OK,,
5,202310,IBIO1612,OK,,
6,202310,IBIO3707,OK,,
7,202310,IBIO3708,OK,,
8,202310,IBIO3709,OK,,
9,202310,IBIO3710,OK,,
