,period,subject_code,status,banner,odoo
0,202220,CINE1209,OK,,
1,202220,CINE3548,OK,,
2,202220,CINE4456,OK,,
3,202220,CINE4457,OK,,
4,202220,CINE4460,OK,,
5,202220,CINE4461,OK,,
6,202220,CINE4462,OK,,
7,202220,CINE4463,OK,,
8,202220,CINE4464,OK,,
9,202220,CINE4467,OK,,
